descripcion,año,grupo_etario,sexo,cantidad
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,0-14,M,1383.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2015,0-14,M,1228.0
Afecciones originadas en el periodo perinatal ,2021,0-14,F,926.0
Enfermedades infecciosas y parasitarias ,2013,0-14,F,216.0
Enfermedades del aparato digestivo,2016,0-14,M,50.0
Afecciones originadas en el periodo perinatal ,2005,0-14,M,2866.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,0-14,M,233.0
Afecciones originadas en el periodo perinatal ,2017,0-14,M,1927.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,0-14,M,1036.0
Afecciones originadas en el periodo perinatal ,2013,0-14,M,2365.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2012,0-14,F,290.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2011,0-14,F,1185.0
Enfermedades del aparato circulatorio,2020,0-14,F,69.0
Tumores ,2018,0-14,M,233.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2010,0-14,F,235.0
Accidentes y causas externas,2006,0-14,F,606.0
Enfermedades del aparato circulatorio,2012,0-14,F,106.0
Enfermedades infecciosas y parasitarias ,2005,0-14,F,238.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2014,0-14,M,1346.0
Tumores ,2010,0-14,M,248.0
Afecciones originadas en el periodo perinatal ,2022,0-14,M,1224.0
Enfermedades del aparato respiratorio,2006,0-14,F,484.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2007,0-14,F,1105.0
Enfermedades del aparato respiratorio,2008,0-14,M,568.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,0-14,M,205.0
Enfermedades del sistema genitourinario ,2007,0-14,M,36.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2006,0-14,M,37.0
Enfermedades del aparato respiratorio,2006,0-14,M,605.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,0-14,M,201.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,0-14,M,202.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,0-14,M,267.0
Enfermedades infecciosas y parasitarias ,2007,0-14,M,345.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2014,0-14,F,165.0
Enfermedades infecciosas y parasitarias ,2011,0-14,M,327.0
Enfermedades del aparato respiratorio,2008,0-14,F,480.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,0-14,,12.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,0-14,M,64.0
Enfermedades infecciosas y parasitarias ,2019,0-14,F,133.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2020,0-14,M,209.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2018,0-14,F,149.0
Enfermedades del aparato circulatorio,2012,0-14,M,134.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2012,0-14,M,335.0
Tumores ,2008,0-14,F,186.0
Tumores ,2006,0-14,F,187.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,0-14,F,10.0
Accidentes y causas externas,2008,0-14,F,541.0
Tumores ,2014,0-14,M,257.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,0-14,,1.0
Tumores ,2015,0-14,M,236.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2008,0-14,M,49.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,0-14,M,71.0
Enfermedades del aparato digestivo,2009,0-14,M,43.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2015,0-14,F,184.0
Enfermedades del aparato digestivo,2022,0-14,F,41.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2020,0-14,F,163.0
Enfermedades infecciosas y parasitarias ,2022,0-14,F,122.0
Accidentes y causas externas,2012,0-14,,7.0
COVID-19,2020,0-14,F,40.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2007,0-14,F,40.0
Enfermedades del aparato circulatorio,2020,0-14,M,73.0
Enfermedades del aparato digestivo,2017,0-14,F,23.0
Afecciones originadas en el periodo perinatal ,2008,0-14,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,0-14,M,56.0
Accidentes y causas externas,2010,15-34,M,5905.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,15-34,M,87.0
Accidentes y causas externas,2020,15-34,F,903.0
Tumores ,2014,15-34,M,694.0
Accidentes y causas externas,2015,15-34,M,6248.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2015,15-34,M,66.0
Accidentes y causas externas,2014,15-34,M,6785.0
Enfermedades del aparato respiratorio,2016,15-34,F,389.0
Tumores ,2018,15-34,M,693.0
Accidentes y causas externas,2012,15-34,F,1266.0
Accidentes y causas externas,2018,15-34,M,5811.0
Tumores ,2019,15-34,F,777.0
Tumores ,2010,15-34,M,721.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2021,15-34,F,174.0
Tumores ,2015,15-34,M,754.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,15-34,M,359.0
Tumores ,2013,15-34,F,756.0
Enfermedades del aparato circulatorio,2019,15-34,F,302.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2014,15-34,M,47.0
Enfermedades del sistema genitourinario ,2013,15-34,M,60.0
Enfermedades del aparato circulatorio,2013,15-34,M,505.0
Tumores ,2017,15-34,F,728.0
Enfermedades del aparato circulatorio,2005,15-34,M,477.0
Tumores ,2022,15-34,F,774.0
Enfermedades del sistema genitourinario ,2022,15-34,M,99.0
Enfermedades del aparato circulatorio,2013,15-34,F,304.0
Enfermedades infecciosas y parasitarias ,2005,15-34,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2011,15-34,F,54.0
Enfermedades del sistema genitourinario ,2016,15-34,F,88.0
Enfermedades del aparato circulatorio,2022,15-34,F,378.0
Enfermedades del aparato respiratorio,2021,15-34,M,533.0
Enfermedades del aparato circulatorio,2017,15-34,M,596.0
Enfermedades del aparato digestivo,2015,15-34,F,146.0
Accidentes y causas externas,2020,15-34,,55.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2021,15-34,F,155.0
Tumores ,2005,15-34,F,564.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,15-34,F,40.0
Enfermedades del aparato digestivo,2006,15-34,M,153.0
Enfermedades del aparato circulatorio,2022,15-34,M,633.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2007,15-34,F,57.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,15-34,M,59.0
Enfermedades del aparato respiratorio,2009,15-34,F,492.0
Enfermedades del aparato circulatorio,2017,15-34,F,337.0
Enfermedades del aparato circulatorio,2005,15-34,F,291.0
Trastornos mentales,2013,15-34,F,6.0
Trastornos mentales,2005,15-34,F,4.0
"Embarazo, parto y puerperio ",2011,15-34,F,222.0
Enfermedades infecciosas y parasitarias ,2006,15-34,F,277.0
COVID-19,2020,15-34,M,337.0
Enfermedades del sistema genitourinario ,2009,15-34,F,53.0
Trastornos mentales,2019,15-34,M,23.0
Enfermedades del aparato digestivo,2014,15-34,F,117.0
Enfermedades del sistema genitourinario ,2019,15-34,M,57.0
Accidentes y causas externas,2012,15-34,,8.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,15-34,F,35.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,15-34,M,72.0
Enfermedades del aparato digestivo,2018,15-34,F,142.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,15-34,M,40.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,15-34,F,65.0
Enfermedades del aparato digestivo,2008,15-34,M,157.0
Enfermedades infecciosas y parasitarias ,2008,15-34,F,257.0
"Embarazo, parto y puerperio ",2007,15-34,F,247.0
Enfermedades del aparato circulatorio,2019,15-34,M,548.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,15-34,M,59.0
Enfermedades del aparato digestivo,2010,15-34,F,130.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,15-34,M,411.0
Enfermedades del sistema genitourinario ,2005,15-34,M,44.0
Trastornos mentales,2017,15-34,M,28.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,15-34,M,99.0
Enfermedades de la piel y del tejido subcutáneo ,2020,15-34,M,11.0
COVID-19,2020,15-34,F,238.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,15-34,F,82.0
Accidentes y causas externas,2021,15-34,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2014,15-34,F,48.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,15-34,F,35.0
Enfermedades del sistema genitourinario ,2017,15-34,M,85.0
Trastornos mentales,2022,15-34,M,20.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2015,15-34,F,51.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,15-34,M,13.0
Enfermedades infecciosas y parasitarias ,2017,0-14,F,161.0
Enfermedades del aparato digestivo,2019,0-14,F,26.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,0-14,,2.0
Enfermedades del aparato digestivo,2013,0-14,F,35.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,0-14,M,80.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,0-14,,6.0
Afecciones originadas en el periodo perinatal ,2009,0-14,,5.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,0-14,F,28.0
Enfermedades del aparato digestivo,2005,0-14,F,51.0
Enfermedades del sistema genitourinario ,2011,0-14,M,19.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,0-14,M,3.0
Enfermedades de la piel y del tejido subcutáneo ,2006,0-14,M,3.0
Afecciones originadas en el periodo perinatal ,2016,0-14,,2.0
Accidentes y causas externas,2020,0-14,,2.0
Enfermedades de la piel y del tejido subcutáneo ,2009,0-14,F,2.0
Enfermedades de la piel y del tejido subcutáneo ,2008,0-14,M,4.0
Trastornos mentales,2007,0-14,F,3.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,0-14,M,6.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,0-14,,1.0
Trastornos mentales,2021,0-14,M,2.0
Enfermedades de la piel y del tejido subcutáneo ,2016,0-14,F,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,0-14,F,5.0
Enfermedades del aparato circulatorio,2015,0-14,,1.0
Trastornos mentales,2011,0-14,F,2.0
COVID-19,2021,0-14,,1.0
Trastornos mentales,2017,15-34,F,8.0
Enfermedades del aparato digestivo,2009,15-34,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2012,15-34,M,12.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,15-34,F,45.0
Trastornos mentales,2005,15-34,M,20.0
Trastornos mentales,2013,15-34,M,22.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,15-34,M,13.0
Trastornos mentales,2019,15-34,F,9.0
Enfermedades de la piel y del tejido subcutáneo ,2016,15-34,F,17.0
Enfermedades infecciosas y parasitarias ,2019,15-34,,4.0
Enfermedades del aparato circulatorio,2014,15-34,,2.0
Enfermedades del sistema genitourinario ,2016,15-34,,1.0
Trastornos mentales,2022,15-34,F,5.0
Enfermedades de la piel y del tejido subcutáneo ,2009,15-34,F,8.0
Enfermedades de la piel y del tejido subcutáneo ,2021,15-34,,1.0
Enfermedades del aparato circulatorio,2010,15-34,,2.0
Tumores ,2011,15-34,,1.0
Tumores ,2007,15-34,,1.0
Enfermedades infecciosas y parasitarias ,2017,15-34,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,15-34,,1.0
Enfermedades del aparato respiratorio,2008,15-34,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2021,15-34,,1.0
"Embarazo, parto y puerperio ",2018,55-74,F,1.0
Tumores ,2013,55-74,,1.0
Enfermedades infecciosas y parasitarias ,2016,55-74,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2021,75+,,6.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2012,75+,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2015,,F,57.0
Enfermedades del aparato circulatorio,2019,,F,254.0
Tumores ,2011,,M,52.0
Enfermedades del aparato circulatorio,2010,,M,103.0
Enfermedades del aparato digestivo,2008,,M,26.0
Enfermedades del aparato circulatorio,2005,,F,62.0
Enfermedades del aparato digestivo,2015,,,7.0
Enfermedades infecciosas y parasitarias ,2017,,M,44.0
Enfermedades del aparato circulatorio,2015,,M,221.0
Enfermedades del aparato digestivo,2006,,M,18.0
Accidentes y causas externas,2013,,M,79.0
Enfermedades del aparato circulatorio,2017,,F,243.0
Enfermedades del aparato respiratorio,2014,,F,33.0
Enfermedades del aparato circulatorio,2022,,F,92.0
Tumores ,2007,,M,55.0
Enfermedades del sistema genitourinario ,2012,,M,11.0
Accidentes y causas externas,2022,,M,210.0
Enfermedades del aparato circulatorio,2018,,M,252.0
Enfermedades del aparato circulatorio,2014,,M,76.0
Tumores ,2008,,F,36.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2015,,M,9.0
Accidentes y causas externas,2005,,M,85.0
Accidentes y causas externas,2019,,M,205.0
Tumores ,2006,,F,21.0
Enfermedades del aparato respiratorio,2010,,F,49.0
Accidentes y causas externas,2020,,F,63.0
Enfermedades del aparato respiratorio,2018,,F,201.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,,M,53.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,,M,50.0
Accidentes y causas externas,2017,,M,186.0
Enfermedades del sistema genitourinario ,2020,,M,36.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2020,,F,22.0
Accidentes y causas externas,2015,,,4.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2014,,F,16.0
Enfermedades del aparato circulatorio,2007,,,15.0
Enfermedades infecciosas y parasitarias ,2007,,F,8.0
Enfermedades del aparato circulatorio,2013,,F,64.0
Enfermedades del aparato digestivo,2014,,,4.0
Enfermedades infecciosas y parasitarias ,2013,,,9.0
Accidentes y causas externas,2012,,F,29.0
Tumores ,2006,,,7.0
Trastornos mentales,2013,,,2.0
Enfermedades infecciosas y parasitarias ,2022,,M,36.0
Accidentes y causas externas,2014,,,24.0
Enfermedades del aparato respiratorio,2015,,F,124.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2017,,M,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,,F,2.0
Enfermedades del aparato circulatorio,2011,,,19.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,,M,13.0
Enfermedades del aparato respiratorio,2021,,M,118.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2014,,M,2.0
Accidentes y causas externas,2010,,,20.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2018,,M,8.0
Enfermedades infecciosas y parasitarias ,2005,,,5.0
Enfermedades del aparato digestivo,2010,,,3.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,,M,17.0
Enfermedades infecciosas y parasitarias ,2019,,,4.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2016,,F,10.0
Tumores ,2008,,,8.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2009,,F,9.0
Enfermedades de la piel y del tejido subcutáneo ,2007,,M,2.0
Enfermedades del aparato respiratorio,2009,,,37.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2020,,,7.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2018,,F,41.0
Enfermedades infecciosas y parasitarias ,2011,,F,10.0
Enfermedades infecciosas y parasitarias ,2019,,M,34.0
Enfermedades del aparato respiratorio,2016,,,4.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2010,,F,56.0
Trastornos mentales,2022,,F,3.0
Enfermedades de la piel y del tejido subcutáneo ,2011,,M,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2022,,M,1.0
Trastornos mentales,2017,,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,,F,6.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2010,,M,4.0
Enfermedades infecciosas y parasitarias ,2017,,,3.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,,M,2.0
Accidentes y causas externas,2018,,,8.0
Enfermedades infecciosas y parasitarias ,2005,,M,16.0
Enfermedades de la piel y del tejido subcutáneo ,2021,,F,8.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,,F,3.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,,,3.0
Trastornos mentales,2013,,F,1.0
Enfermedades infecciosas y parasitarias ,2013,,M,18.0
Trastornos mentales,2019,,F,2.0
Trastornos mentales,2017,,F,5.0
Enfermedades del aparato digestivo,2018,,,2.0
